اٹوٹ unbreakable
بھرنا debt
بھرنا bill
بھرنا suffer
بھرنا fill
بھرنا backbite
بھرنا etc.)
بھرنا misdirect
بھرنا bear
بھرنا pour
بھروسا trust
بھروسا assurance
بھروسا reliance
بھروسا hope
بھروسا faith
بھروسا confidence
بھڑکانا instigate
بھڑکانا incite
بھڑکانا inflame
بھڑکانا kindle
بھڑکانا scare
بھڑکانا excite
بھڑکانا startle
بھڑکیلا flashy
بھڑکیلا gaudy
بھڑکیلا gorgeous
بھڑکیلا showy
بھڑوا pander
بھڑوا shameless
بھڑوا mean
بھڑوا pimp
بھڑوا procurer
بھڑوا base
بھگوڑا fugitive
بھگوڑا runaway
بھگوڑا absconder
بھلائی benevolence
بھلائی goodness
بھلائی virtue
بھلائی welfare
بھلائی benefit
بھلائی kindness
بھنڈار storeroom
بھنڈار depository
بھنڈار storehouse
بھنور maelstrom
بھنور eddy
بھنور trouble
بھنور whirlpool
بھنور vortex
بھوگنا enjoy
بھوگنا bear
بھوگنا endure
بھونڈا deformed
بھونڈا ugly
بھونڈا ill-shaped
بھونڈا awkward
بھونڈا unsightly
بھونڈا ungainly
بھی too
بھی also
بھی likewise
بھیجا emissary
بھیجا envoy
بھیجا messenger
بھیجا brain
بھید puzzle
بھید fissure
بھید opening
بھید mystery
بھید hole
بھید secret
بھید clue
بھید riddle
بھید perforation
بھید trace
بھید split
بھیڑ meek
بھیڑ submissive
بھیڑ ewe
بھیڑ sheep
بھیس manner
بھیس air
بھیس disguise
بھیس semblance
بھیس camouflage
بھیس likeness
بھیس dress
پابندی imprisonment
پابندی incarceration
پابندی control
پابندی restraint
پابندی ban
پابندی restriction
پابندی check
پازیب anklet
پامال devastated
پامال hackneyed
پامال trampled
پامال destroyed
پامال ruined
پامال crushed
پامال commonplace
پامال trodden
پامال downtrodden
پامال etc.)
دیرپا durable
دیرپا lasting
دیرپا permanent
دیرپا long-lasting
پاپ fault
پاپ sin
پاپ hardship
پاپ adversity
پاپ guilt
پاپ wrongdoing
پاپ transgression
پاپ vice
پاپ crime
پاپ calamity
پاپا weevil
پاپا rusk
پاپا papa
پاپا pope
پاپا father
پاداش retribution
پاداش recompense
پاداش punishment
پاداش requital
پار over
پار through
پار past
پار beyond
پار across
پار termination
پار conclusion
پار elapsed
پارسا abstemious
پارسا holy
پارسا chaste
پارسا pure
پارہ bit
پارہ mercury
پارہ portion
پارہ piece
پارہ scrap
پارہ patch
پاس near
پاس net
پاس observance
پاس at
پاس test
پاس favour
پاس regard
پاس respect
پاس about
پاس watching
پاس pass
پاس beside
پاس chain
پاس snare
پاس alongside
پاس etc.)
پاس rope
پاس guarding
پاس noose
پاسداری favour
پاسداری regard
پاسداری partiality
پاسداری watching
پاک fearless
پاک undefiled
پاک pure
پاک innocent
پاک free
پاک unpolluted
پاک immaculate
پاک fair
پاک syrup
پاک unselfish
پاک chaste
پاک electuary
پاک unashamed
پاک spotless
پاک pakistan
پاک selfless
پاک digestion
پاک holy
پاک unabashed
پاک sacred
پاک kitchen
پاک drunkard
پاکیزگی cleanliness
پاکیزگی chastity
پاکیزگی elegance
پاکیزگی purity
پاکیزگی refinement
پاکیزہ pure
پاکیزہ flawless
پاکیزہ chaste
پاکیزہ elegant
پاکیزہ fine
پاکیزہ pretty
پاکیزہ clean
پاکیزہ faultless
پاکیزہ vestal
پالائش development
پالائش progress
پالائش filtration
پالائش abundance
پالتو favourite
پالتو pet
پالتو domesticated
پانا repossess
پانا perceive
پانا reach
پانا receive
پانا get
پانا overtake
پانا spanner
پانا attain
پانا obtain
پانا find
پانا acquire
پانا understand
پانا discover
پانا secure
پانچواں fifth
پائل anklet
پتلا watery
پتلا feeble
پتلا diluted
پتلا thin
پتلا weak
پتلا fine
پتلا delicate
پتلا lean
پتلا narrow
پتلا slender
پُتلی doll
پُتلی gilt
پُتلی stooge
پُتلی puppet
پُتلی epitome
پُتلی effigy
پتنگا weevil
پتنگا moth
پتنگا spark
پتہ address
پچاسواں fiftieth
پچر wedge
پچر hindrance
پچھتانا repent
پچھتانا regret
پچھتانا rue
پذیرائی acceptance
پذیرائی reception
پذیرائی ovation
پذیرائی welcome
پر hostile
پر last
پر previous
پر beyond
پر distant
پر on
پر otherwise
پر yet
پر further
پر feather
پر still
پر quill
پر subsequent
پر unless
پر but
پر nevertheless
پر another
پر after
پر strength
پر for
پر pinion
پر support
پر alien
پر power
پر foreign
پر notwithstanding
پر at
پر other
پر upon
پر however
پر else
پربت mountain
پربت hill
پرچار diffusion
پرچار currency
پرچار custom
پرچار promulgation
پرچار propaganda
پرچار preaching
پرچار propagation
پرچم tassel
پرچم ensign
پرچم flag
پرچم banner
پردہ seclusion
پردہ purdah
پردہ etc.
پردہ excuse
پردہ privacy
پردہ modesty
پردہ secrecy
پردہ cover
پردہ concealment
پردہ screen
پردہ pretext
پردہ veil
پردہ curtain
پرستار fan
پرستار adorer
پرستار servant
پرستار worshipper
پرکٹ heron
پرندہ flyer
پرندہ aeroplane
پرندہ bird
پروانگی leave
پروانگی order
پروانگی command
پروانگی permission
پرہیز temperance
پرہیز caution
پرہیز abstinence
پرہیز sobriety
پرہیز prevention
پرہیز care
پرہیز continence
پری lover
پری fairy
پری beloved
پری peri
پریشانی anxiety
پریشانی trouble
پریشانی bewilderment
پریشانی distress
پڑوسی neighbour
پڑھائی reading
پڑھائی syllabus
پڑھائی study
پڑھائی textbook
پست tired
پست under
پست mean
پست down
پست inactive
پست abject
پست below
پست bad
پست low-spirited
پستی lowness
پستی backwardness
پستی fatigue
پستی inferiority
پستی tiredness
پستی baseness
پسند choice
پسند approval
پسند liking
پسند fancy
پسند preference
پسندیدہ liked
پسندیدہ favourite
پسندیدہ admired
پسندیدہ approved
پسندیدہ selected
پسندیدہ chosen
پسیجنا perspire
پسیجنا sweat
پسیجنا soften
پسینہ perspiration
پسینہ sweat
پکڑ hold
پکڑ arrest
پکڑ wrangling
پکڑ altercation
پکڑ grip
پکڑ objection
پکڑ criticism
پکڑ grasp
پکڑ accountability
پکڑ capture
پکنا ripen
پکنا suppurate
پکنا cook
پکنا mature
پکوڑا pakora
پگڑی individual
پگڑی person
پگڑی puggaree
پگڑی turban
پلنگ bed
پلنگ bedstead
پلنگ cheetah
لڑکپن boyhood
لڑکپن childhood
پناہ asylum
پناہ refuge
پناہ shelter
پناہ protection
پنبہ cotton
پندرہ fifteen
پندرھواڑا fortnight
پنکھا fan
پنکھا punkah
پنکھا ventilator
پوست shell
پوست bark
پوست poppy
پوست skin
پوست rind
پوست crust
پوست layer
پوشاک vestment
پوشاک clothes
پوشاک attire
پوشاک dress
پوشاک garment
پوشیدگی ambiguity
پوشیدگی secrecy
پوشیدگی dubiousness
پوشیدگی concealment
پوشیدہ covered
پوشیدہ veiled
پوشیدہ secret
پوشیدہ secretly
پوشیدہ hidden
پوشیدہ concealed
پوشیدہ covertly
پہاڑ mountain
پہاڑ huge
پہاڑ strong
پہاڑ burdensome
پہاڑ tedious
پہچاننا recognize
پہچاننا distinguish
پہچاننا comprehend
پہچاننا understand
پہچاننا know
پہچاننا identify
پہلودار many-sided
پہلودار ambiguous
پہلوان wrestler
پہلوان brave
پہلوان expert
پہلوان accomplished
پہلوان perfect
پہلوان courageous
پہنچ entrance
پہنچ receipt
پہنچ sagacity
پہنچ power
پہنچ arrival
پہنچ comprehension
پہنچ acknowledgement
پہنچ admittance
پہنچ access
پہنچ penetration
پہنچ wisdom
پہنچ capacity
پہنچ reach
پہنچانا carry
پہنچانا transmit
پہنچانا convey
پہنچانا conduct
پہنچنا develop
پہنچنا understand
پہنچنا happen
پہنچنا receive
پہنچنا progress
پہنچنا befall
پہنچنا come
پہنچنا attain
پہنچنا etc.)
پہنچنا reach
پہنچنا arrive
پہنچنا know
پہننا etc.)
پہننا wear
پہیلی puzzle
پہیلی enigma
پہیلی riddle
پہیلی conundrum
پیارا lovable
پیارا beloved
پیارا darling
پیارا favourite
پیارا charming
پیارا dear
پیارا son
پیارا pleasing
پیاس desire
پیاس yearning
پیاس thirst
پیاس longing
پیاس craving
پیاسا thirsty
پیٹ stomach
پیٹ appetite
پیٹ hunger
پیٹ pregnancy
پیٹ capacity
پیٹ cavity
پیٹ greed
پیٹ livelihood
پیٹ abdomen
پیچاں twisted
پیچاں convoluted
پیچاں coiled
پیچیدگی contortion
پیچیدگی complexity
پیچیدگی twist
پیچیدگی complication
پیچیدگی turn
پیچیدہ intricate
پیچیدہ ambiguous
پیچیدہ involved
پیچیدہ complex
پیچیدہ twisted
پیچیدہ difficult
پیچیدہ complicated
پیچیدہ turned
پیڑ plant
پیڑ tree
پیڑ shrub
پیشاب urine
پیشانی heading
پیشانی front
پیشانی title
پیشانی fate
پیشانی brow
پیشتر earlier
پیشتر before
پیشتر formerly
پیشکش presentation
پیشکش tribute
پیشکش offer
پیشکش proposal
پیشہ calling
پیشہ profession
پیشہ vocation
پیشہ trade
پیشہ business
پیشہ custom
پیشہ office
پیشہ prostitution
پھٹنا burst
پھٹنا rupture
پھٹنا explode
پُھوٹک fragile
پُھوٹک fragment
پُھوٹک brittle
پھوک dregs
پھوک hollow
پھوک refuse
پھوک empty
پھوک lees
پھوک dried
پھوک rubbish
پھیکاپن insipidity
پھیکاپن tastelessness
پھین froth
پھین foam
پھین scum
پھینکنا fling
پھینکنا hurl
پھینکنا pitch
پھینکنا cast
پھینکنا throw
تاہم albeit
تاہم nevertheless
تاہم nonetheless
تاہم yet
تاہم still
تابانی brightness
تابانی lustre
تابانی shine
تابع attendant
تابع subservient
تابع obedient
تابع submissive
تابع amenable
تابع subordinate
تابع loyal
تابکاری radioactivity
تاج crest
تاج taj
تاج plume
تاج balcony
تاج crown
تاج diadem
تاج authority
تاج sovereignty
تاخیر delay
تاخیر lateness
تاخیر procrastination
تادیب discipline
تادیب chastisement
تادیب admonition
تادیب correctitude
تارا star
تاریکی darkness
تازگی verdure
تازگی greenness
تازگی innovation
تازگی freshness
تازگی renewal
تازہ new
تازہ green
تازہ fresh
تازہ happy
تاکنا choose
تاکنا peep
تاکنا look
تاکنا stare
تاکنا wish
تالا ban
تالا lock
تالا restriction
تالا padlock
تالیف compilation
تالیف conciliation
تالیف consolation
تالیف composition
تانبا copper
تاوان damages
تاوان penalty
تاوان reparations
تاوان ransom
تاوان indemnity
تاوان compensation
تاوان mulct
تائب repentant
تائب penitent
تائب abstinent
تائید confirmation
تائید help
تائید corroboration
تائید aid
تائید advocacy
تائید support
تبخیر evaporation
تبخیر vaporization
تبدیلی alteration
تبدیلی changing
تبدیلی transfer
تبر axe
تبر hatchet
تبر battleaxe
تپانا warm
تپانا torment
تپانا heat
تجدید revival
تجدید novelty
تجدید renewal
تجربیت experimentalism
تجسیم incarnation
تجسیم embodiment
