los	die
lector	leser
básicamente	grundsätzlich
puntuación	interpunktion
puntuación	ergebnis
puntuación	punktzahl
ángulo	winkel
oral	mündlichen
oral	mündliche
oral	oral
oral	mündlich
básico	grundlegende
precisión	genauigkeit
precisión	präzision
protegido	beschützt
protegido	geschützte
protegido	geschützt
recomienda	empfiehlt
representando	darstellend
socialistas	sozialisten
socialistas	sozialdemokraten
socialistas	sozialistische
postura	körperhaltung
sarah	sarah
sarah	sarahs
socios	partner
socios	partnern
oración	gebet
oración	satz
arteria	arteria
arteria	arterie
pri	pri
pri	brz
protegidas	geschützte
protegidas	geschützt
protegidas	geschützten
amazonas	amazonas
amazonas	amazonen
visible	sichtbares
visible	sichtbare
visible	sichtbar
grant	grant
templos	tempeln
anfibios	amphibien
islam	islam
adyacentes	angrenzenden
adyacentes	angrenzend
geográfico	geographische
geográfico	geographisch
geográfico	geografischer
geográfico	geografischen
geográfico	geografische
misiles	raketen
misiles	flugkörper
aprobado	bestanden
aprobado	genehmigt
establecida	etablierte
establecida	etablierten
apodo	spitznamen
apodo	spitzname
emergencia	notfall
emergencia	notlage
intérprete	dolmetscherin
intérprete	interpret
intérprete	dolmetscher
canta	sing
canta	singt
constantemente	ständig
limitado	begrenzte
limitado	limitiert
limitado	begrenzt
enviar	schicken
enviar	senden
enviar	abschicken
enviar	versenden
soul	soul
intendente	intendantin
preguntas	fragen
wwe	wwe
memorial	memorial
memorial	gedenkstätte
estadios	stadien
vigilancia	überwachung
vigilancia	wachsamkeit
planificación	planung
bibliotecarios	bibliothekare
montreal	montréal
montreal	montreal
barrera	schranke
barrera	barriere
aprender	erfahren
aprender	erlernen
aprender	lernen
actualización	aktualisierung
actualización	aktualisiert
actualización	update
estatura	körpergröße
estatura	statur
pakistán	pakistan
catalunya	catalunya
baby	baby
imprenta	druckereien
imprenta	druckerei
tesoro	schatz
macedonia	mazedonien
macedonia	makedonien
ali	ali
ofrecen	bieten
pianista	pianist
pianista	pianisten
pianista	klavierspieler
bits	bits
otorga	verleiht
integrante	integraler
patrona	chefin
aparecieron	auftauchten
presidenciales	präsidentschafts
maestra	lehrerin
sancho	sancho
continuo	kontinuierlich
continuo	kontinuum
continuo	fortlaufend
continuo	kontinuierlichen
vecino	nachbar
exploración	erforschung
exploración	scannen
exploración	scan
consejos	tipps
consejos	ratschläge
parámetros	parametern
parámetros	parameter
legado	hinterlassenschaft
legado	vermächtnis
chicos	jungs
guitarras	gitarren
componente	komponente
componente	bestandteil
componente	bauteil
corrupción	korruption
externa	extern
externa	externe
ebro	ebro
us$	us$
lawrence	lawrence
dragon	dragon
séptima	siebtes
séptima	siebter
séptima	siebte
séptima	siebente
signo	zeichen
signo	vorzeichen
espejo	spiegel
iso	iso
sinfonía	sinfonie
sinfonía	symphonie
virtud	tugend
teclado	tastatur
matemático	mathematiker
matemático	mathematisch
feliz	glücklicher
feliz	glücklich
feliz	frohe
recoge	sammelt
recoge	sammle
mapas	karten
molecular	molekulare
molecular	molekularen
cúpula	kuppel
ciudadano	bürger
ciudadano	bürgerin
ciudadano	staatsbürger
concretamente	konkret
cónsul	konsul
existir	existieren
protocolo	protokoll
dallas	dallas
capturado	eingefangen
capturado	gefangengenommen
ganaron	gewannen
huesca	huesca
batman	batman
continuidad	kontinuität
continuidad	fortdauer
francesas	französischen
hablando	reden
hablando	gesprochen
asesor	berater
restaurante	restaurant
tanques	panzer
tanques	tanks
informes	berichte
informes	berichten
misterio	mysterium
harris	harris
expresa	drückt
planetas	planeten
proteína	protein
espalda	rücken
postal	postkarte
signos	zeichen
signos	anzeichen
administrador	administrator
administrador	verwalter
noches	nächte
extraño	vermisse
extraño	merkwürdig
extraño	seltsam
vigo	vigo
venus	venus
hamilton	hamilton
cirugía	operation
cirugía	chirurgie
chinos	chinesen
segmento	segment
destruido	zerstört
destruido	vernichtet
ayudante	assistentin
ayudante	helfer
ayudante	assistent
servidor	bediener
servidor	server
portero	türsteher
portero	pförtner
portero	torwart
portero	portier
portero	torhüter
característico	charakteristisch
latin	latin
aplicar	anwenden
perfectamente	tadellos
diablo	teufel
diablo	teufels
repertorio	repertoire
java	java
transferencia	übertragung
transferencia	transfer
quinteto	quintett
reconocer	erkennen
reconocer	anerkennen
intérpretes	interpreten
intérpretes	dolmetscher
internos	interne
internos	internen
llena	voll
llena	füllt
jueces	richter
jueces	richtern
alcohol	alkohol
alcohol	spiritus
dejaron	hinterließen
cubano	kubanischer
cubano	kubanische
cubano	kubaner
rodeado	umzingelt
rodeado	umstellt
rodeado	umgeben
beatriz	beatriz
beatriz	beatrix
estable	stabil
estable	stabile
about	about
inspirado	inspirierend
inspirado	inspiriert
inspirado	angespornt
inspirado	inspirierte
subir	hochladen
uci	uci
concesión	zugeständnis
concesión	konzession
arqueología	archäologie
iniciales	initialen
iniciales	anfangsbuchstaben
alimento	nahrung
alimento	speise
corre	lauf
praga	prag
tigre	tiger
linux	linux
light	light
protesta	protest
protesta	protestieren
protesta	einspruch
ochenta	achtzig
detener	aufhalten
detener	stoppen
genética	genetik
genética	genetische
monumental	monumental
monumental	monumentalen
monumental	monumentale
responde	antworte
responde	antwortet
lyon	lyon
varía	schwankt
varía	variiert
cat	cat
sufrido	gelitten
sufrido	litt
sufrido	erlitten
protestas	proteste
contratado	eingestellt
contratado	engagiert
abundante	reichlich
conservatorio	konservatorium
patricio	patrick
colonización	kolonisierung
colonización	besiedlung
colonización	kolonialisierung
colonización	besiedelung
islandia	island
controversia	kontroversen
controversia	kontroverse
diseñador	entwerfer
diseñador	designer
oklahoma	oklahoma
orlando	orlando
anillos	ringe
leyendas	legenden
arenas	arenen
morgan	morgan
contribución	beitrag
banderas	fahnen
banderas	flaggen
acb	kna
voluntarios	freiwillige
voluntarios	freiwilligen
germán	germán
versos	verse
versos	versen
indicar	angeben
compró	kaufte
huir	davonlaufen
huir	fliehen
huir	weglaufen
sustitución	ersetzung
sustitución	ersatz
sustitución	substitution
distinciones	unterscheidungen
literalmente	buchstäblich
literalmente	sprichwörtlich
literalmente	wortwörtlich
literalmente	wörtlich
emisiones	emissionen
supuestamente	angeblich
supuestamente	vermeintlich
supuestamente	vorgeblich
western	western
isaac	isaac
isaac	isaak
bosnia	bosnien
químico	chemiker
destinos	destinationen
destinos	reiseziele
partidarios	befürworter
urss	udssr
reacciones	reaktionen
challenger	challenger
adoptó	verabschiedete
queso	käse
leopoldo	leopoldo
ponce	ponce
externo	externe
externo	extern
externo	externen
gary	gary
inca	inca
identificar	identifizieren
ian	ian
hip	hip
smiths	smiths
concilio	konzil
escuchar	hören
escuchar	anhören
escuchar	zuhören
hop	hop
catorce	vierzehn
demostró	zeigte
demostró	bewies
demostró	demonstrierte
his	his
representó	vertrat
gráficos	grafik
gráficos	diagramme
gráficos	grafiken
gráficos	graphiken
ferrer	ferrer
taiwán	taiwan
tercio	drittel
natación	schwimmen
frases	sätze
frases	phrasen
entregó	übergab
anuncio	anzeige
anuncio	werbeanzeige
anuncio	ankündigung
tubo	schlauch
tubo	röhre
tubo	rohr
flamenco	flämisch
flamenco	flamenco
refleja	spiegelt
cálculo	berechnung
get	get
cifras	zahlen
cifras	zahlenangaben
carter	carter
quebec	québec
quebec	quebec
kentucky	kentucky
lorena	lorena
lorena	lothringen
entrevistas	interviews
entrevistas	befragungen
futura	künftige
futura	zukünftige
conduce	fährt
conduce	fahr
conduce	führt
bibliotecas	büchereien
bibliotecas	bibliotheken
propietarios	besitzer
propietarios	eigentümer
hierba	gras
hierba	kraut
detroit	detroit
responsables	verantwortliche
convenciones	konventionen
toca	tippe
cubana	kubanischen
hernán	hernán
abad	abt
iniciado	begonnen
iniciado	initiiert
iniciado	eingeleitet
iniciado	gestartet
manifiesto	manifest
fantasma	geist
fantasma	gespenst
centímetros	zentimetern
centímetros	zentimeter
commons	commons
soluciones	lösungen
revuelta	revolte
especialidad	spezialität
especialidad	spezialisiert
especialidad	spezialgebiet
contraste	kontrast
castellón	castellón
carlo	carlo
generaciones	generationen
bello	bello
esencial	wesentlich
esencial	wesentliche
nombramiento	ernennung
abreviado	abgekürzt
esquema	schema
piratas	piraten
ecuación	gleichung
permanecer	bleiben
permanecer	verweilen
faro	faro
jon	jon
phil	phil
almacenamiento	speicherung
almacenamiento	lagerung
especializado	spezialisiert
tarragona	tarragona
asignado	zugewiesen
asignado	zugewiesene
asignado	zugeteilt
asignado	zugeordnet
producidos	produziert
fire	fire
neutral	neutral
neutral	neutraler
neutral	neutrales
neutral	neutrale
walker	walker
conversión	konvertierung
conversión	conversion
conversión	umrechnung
conversión	umwandlung
separados	getrennt
omar	omar
sinónimo	synonym
violación	vergewaltigung
violación	verletzung
violación	verstoß
presidenta	vorsitzende
presidenta	präsidentin
clemente	clemens
clemente	clemente
quintana	quintana
utah	utah
platos	teller
débil	schwache
débil	schwacher
débil	schwach
débil	schwächer
vidrio	glas
broadway	broadway
reseña	rezension
crímenes	verbrechen
valdés	valdés
free	free
vila	vila
derivados	derivate
derivados	derivaten
chihuahua	chihuahua
contando	mitgezählt
contando	zählen
vasca	baskische
vasca	baskischen
vivos	lebende
vivos	lebend
gerardo	gerardo
australiano	australier
asteroide	asteroid
dimensión	abmessung
dimensión	dimension
atentado	attentat
atentado	anschlag
creía	glaubte
afganistán	afghanistan
restaurantes	restaurants
perry	perry
comer	essen
heridas	wunden
diagnóstico	diagnose
diagnóstico	diagnosen
diagnóstico	diagnostik
señaló	bemerkte
montana	montana
onu	un
francesco	francesco
modernas	modernen
modernas	moderne
celebrar	feiern
collection	collection
intelectuales	intellektueller
intelectuales	intellektuelle
intelectuales	intellektuellen
macho	männlich
macho	männchen
macho	rüde
steven	steven
reemplazo	ersatz
décimo	zehnter
décimo	zehnten
setenta	siebzig
clasificaciones	klassifikationen
clasificaciones	klassifizierungen
clasificaciones	ranglisten
bach	bach
viña	weinberg
viña	weingarten
capas	schichten
capas	ebenen
interacción	wechselwirkung
interacción	interaktion
interacción	interaktionen
interacción	wechselwirkungen
murray	murray
perfecto	perfekt
perfecto	perfekte
mhz	mhz
permitido	zulässig
permitido	erlaubt
permitido	erlaubte
jordi	jordi
trigo	weizen
persa	persische
persa	persisch
persa	persischer
persa	perser
tennessee	tennessee
civilización	zivilisation
complejos	komplexe
mariana	mariana
turco	türkisch
turco	türkischen
turco	türkische
turco	türke
enfrentamientos	zusammenstöße
enfrentamientos	konfrontationen
iluminación	erleuchtung
iluminación	beleuchtung
extendió	dehnte
mineral	mineral
mineral	erz
sustancias	substanzen
sustancias	stoffe
entero	ganzzahl
impulso	impuls
impulso	auftrieb
computadora	computer
lectores	leser
lectores	leserschaft
castellana	castellana
elevación	anheben
elevación	erhöhung
móviles	mobile
integra	integriert
integra	integra
rotación	drehung
rotación	umdrehung
rotación	rotation
estabilidad	standsicherheit
estabilidad	stabilität
dependiente	abhängig
dependiente	abhängige
dependiente	tochterunternehmen
curva	biegung
curva	kurve
alabama	alabama
maestría	sachkenntnis
hidrógeno	wasserstoff
people	people
criminal	kriminell
criminal	verbrecher
criminal	krimineller
criminal	kriminelle
year	year
tejidos	gewebe
suceso	vorkommnis
fabricante	hersteller
cortometraje	kurzfilm
adquisición	anschaffung
adquisición	erwerb
adquisición	übernahme
cuadrado	quadrat
cuadrado	quadratisch
israelí	israelische
israelí	israeli
israelí	israelis
existían	existierten
expulsado	ausgestoßen
expulsado	vertrieben
expulsado	verwiesen
expulsado	ausgeworfen
positivo	positive
positivo	positiv
iguales	gleich
iguales	selben
impuesto	steuer
modificación	modifikation
modificación	änderung
ginebra	genf
luces	leuchten
luces	lichter
luces	licht
juveniles	jungtiere
esperaba	erwartete
esperaba	wartete
esperaba	erwartet
sindicato	syndikat
sindicato	gewerkschaft
períodos	perioden
rick	rick
suspensión	suspension
suspensión	aussetzung
suspensión	federung
suspensión	aufhängung
desplazamiento	verschiebung
desplazamiento	verdrängung
desplazamiento	scrollen
wars	wars
proporcionar	bereitstellen
berlin	berlin
reveló	offenbarte
reveló	enthüllte
reveló	ergab
pedido	bestellung
históricamente	historisch
font	font
jordan	jordans
jordan	jordan
huelga	streik
huelga	streiken
eddie	eddies
eddie	eddie
claudia	claudia
apple	apple
benjamin	benjamin
capitales	hauptstädte
capitales	hauptstädten
sostiene	hält
sostiene	argumentiert
huesos	knochen
vídeos	videos
serena	serena
declarada	deklariert
declarada	deklarierte
unam	unam
salsa	salsa
salsa	soße
salvaje	wild
salvaje	wilde
salvaje	wildes
baleares	baleares
bryan	bryan
alfabeto	alphabet
alfabeto	schrift
manuscrito	manuskript
petersburgo	petersburg
visitó	besucht
visitó	besuchte
horizontal	horizontal
horizontal	waagerecht
horizontal	querformat
horizontal	horizontale
vestido	kleid
especializada	spezialisiert
octavo	achte
octavo	achter
palestina	palästina
ampliar	erweitern
ampliar	vergrößern
cartel	kartell
cartel	plakat
maryland	maryland
espero	hoffentlich
espero	hoffe
granja	farm
granja	bauernhof
patas	pfoten
vanguardia	vorhut
vanguardia	avantgarde
masters	masters
préstamo	kredit
préstamo	ausleihe
préstamo	darlehen
préstamo	leihgabe
plate	plate
dream	dream
liderazgo	führerschaft
liderazgo	führungsrolle
liderazgo	führung
space	space
célula	zelle
lineal	linearen
lineal	lineare
lineal	linear
franquicia	franchise
franquicia	franchising
tervuren	tervuren
adquirir	erwerben
expulsión	vertreibung
expulsión	ausweisung
linda	linda
genes	gene
genes	genen
nicolas	nicolas
perón	perón
observaciones	beobachtungen
observaciones	anmerkungen
observaciones	bemerkungen
observaciones	stellungnahme
pepe	pepe
rivales	rivalen
solicitó	beantragte
alice	alice
rayo	blitzschlag
rayo	strahl
bombas	pumpen
bombas	bomben
maurice	maurice
cecilia	cecilia
marte	mars
retratos	porträts
retratos	portraits
loco	wahnsinnig
loco	verrückt
loco	verrückter
exitoso	erfolgreich
harrison	harrison
stewart	stewart
formalmente	formell
formalmente	formal
argelia	algerien
novio	bräutigam
rechazo	weigerung
rechazo	zurückweisung
rechazo	abweisung
rechazo	ablehnung
parker	parker
eligió	wählte
firmar	signieren
firmar	unterschreiben
firmar	unterzeichnen
describir	beschreiben
xavier	xavier
chipre	zypern
guy	guy
expresiones	ausdrücken
expresiones	ausdrücke
ruptura	auseinanderbrechen
filósofos	philosophen
previsto	vorgesehen
thys	thys
adolescente	jugendlich
adolescente	jugendlicher
adolescente	teenager
inés	ines
actualizado	aktualisiert
prototipo	prototyp
dinámica	dynamischer
dinámica	dynamik
dinámica	dynamische
dinámica	dynamisch
variación	variation
variación	veränderung
latitud	breitengrad
trío	trio
trío	dreier
usted	sie
sabía	wußte
sabía	wusste
alfa	alpha
caudal	durchfluss
caudal	durchsatz
ann	ann
antecedentes	hintergründe
antecedentes	hintergrund
irlandés	irischen
irlandés	irische
irlandés	irisch
irlandés	iren
irlandés	irisches
irlandés	ire
asiático	asiatisch
asiático	asiatischen
asiático	asiatische
asiático	asiatisches
guarda	speichert
guarda	speichere
edgar	edgar
anchura	breite
botanical	botanical
barry	barry
barry	barrys
utilidad	nützlichkeit
manchester	manchester
beatles	beatles
higgins	higgins
receptor	empfänger
receptor	receiver
personalmente	persönlich
desapareció	verschwand
prólogo	vorwort
prólogo	prolog
xbox	xbox
force	force
tramos	tranchen
contemporáneos	zeitgenossen
ken	ken
campeona	meisterin
lgbt	lgbt
automáticamente	automatisch
centre	centre
pacheco	pacheco
abraham	abraham
colaboradores	mitwirkende
lost	lost
baterista	drummer
baterista	schlagzeuger
caras	gesichter
caras	gesichtern
supercopa	supercup
turín	turin
lesiones	verletzungen
lesiones	läsionen
disminución	verringerung
disminución	abnahme
disminución	rückgang
apoyó	unterstützte
aceptación	akzeptanz
aceptación	annahme
parra	parra
iniciaron	starteten
facilidad	leichtigkeit
libras	pfund
libras	lbs
modificar	modifizieren
cedido	nachgegeben
cedido	abgetreten
definido	definiert
definido	festgelegt
definido	definierte
soviéticos	sowjets
figueroa	figueroa
adquirido	erworbenes
adquirido	erworben
clasificó	stufte
pérdidas	verluste
fantasía	phantasie
fantasía	fantasie
fenómenos	phänomenen
fenómenos	phänomene
mini	mini
master	master
africano	afrikaner
africano	afrikanischer
africano	afrikanisch
poética	poetische
robinson	robinson
otomano	osmanischen
otomano	osmanische
over	over
finanzas	finanzierung
finanzas	finanzen
finanzas	finanzwesen
boxeo	boxen
renault	renault
raymond	raymond
iron	iron
comparte	teilt
jerry	jerry
árbitro	schiedsrichter
árbitro	schiri
antropología	anthropologie
bizantino	byzantinischen
significativa	signifikant
fiel	treu
fiel	getreu
derivado	abgeleiteten
derivado	abgeleitet
derivado	derivat
rodaje	dreharbeiten
escalera	treppenhaus
escalera	leiter
escalera	treppe
reglamento	verordnung
gigantes	giganten
gigantes	riesen
experimentos	experimente
paisajes	landschaften
cuesta	kostet
mito	mythos
mito	mito
dei	dei
grabados	gravuren
grabados	radierungen
efectivo	bargeld
robot	roboter
cárdenas	cárdenas
cuota	quote
roland	roland
obreros	arbeiter
interpretaciones	auslegungen
interpretaciones	interpretationen
hembra	weibchen
hembra	weibliche
hembra	weiblich
añadió	ergänzte
procedimientos	prozeduren
procedimientos	verfahren
dominante	mutterunternehmen
dominante	dominant
dominante	beherrschenden
fred	fred
rob	rob
chaco	chaco
luchador	ringer
luchador	wrestler
luchador	kämpfer
facultades	fakultäten
facultades	befugnisse
recuerdos	erinnerungen
recuerdos	andenken
wright	wright
falla	scheitert
llano	flach
romper	zerbrechen
romper	brechen
romper	durchbrechen
huerta	gemüsegarten
difíciles	schwierig
difíciles	schwierige
cerveza	bier
proyección	projektion
proyección	projektierung
neerlandés	niederländische
neerlandés	niederländisch
neerlandés	niederländischen
chiapas	chiapas
contenía	enthielt
bloqueado	blockiert
bloqueado	gesperrt
bloqueado	geblockt
tocó	berührte
infierno	hölle
infierno	inferno
gastos	ausgaben
gastos	spesen
gastos	aufwendungen
conformado	umformen
depósito	anzahlung
depósito	ablagerung
depósito	einzahlen
depósito	einzahlung
lucio	hecht
lucio	lucius
montenegro	montenegro
avanzada	erweiterte
avanzada	fortgeschrittene
avanzada	fortgeschritten
emma	emma
terry	terry
lobos	wölfe
especialista	fachmann
especialista	spezialist
especialista	spezialisten
octava	achten
octava	achte
pendiente	ohrring
pendiente	steigung
pendiente	anhängig
realista	realistisch
realista	realist
realista	realistisches
realista	realistische
realista	realistischer
yacimiento	lagerstätte
century	century
definitivo	endgültig
recordar	merken
recordar	erinnerung
recordar	erinnern
comenzando	beginnend
comenzando	angefangen
paraíso	paradies
autora	autorin
autora	verfasserin
testimonio	zeugnis
testimonio	zeugenaussage
testimonio	aussage
malta	malz
malta	malta
balonmano	handball
bloques	blöcke
positiva	positive
positiva	positiv
separa	trennt
turner	turners
turner	turner
vidal	vidal
polvo	staub
polvo	puder
polvo	pulver
tomada	genommen
tomada	aufgenommen
declara	deklariert
alegría	freude
luxemburgo	luxemburg
prusia	preußen
declaraciones	erklärungen
declaraciones	deklarationen
declaraciones	aussagen
reconoció	räumte
reconoció	erkannte
cronología	chronologie
cronología	zeitleiste
cría	aufzucht
cría	zucht
ilustraciones	illustrationen
cross	cross
ron	ron
ron	rum
estrada	estrada
singular	singular
vital	vital
vital	lebenswichtig
comenzado	begonnen
phoenix	phoenix
semi	semi
maine	maine
varsovia	warschau
masacre	gemetzel
masacre	massaker
vinos	wein
vinos	weine
denuncia	beschwerde
denuncia	kündigung
denuncia	melde
decidir	entscheiden
frutas	obst
frutas	früchte
frutas	frucht
periodos	perioden
periodos	zeiträume
graham	grahams
graham	graham
duquesa	herzogin
delito	straftat
preocupación	sorge
preocupación	besorgnis
metales	metalle
sufrir	erleiden
asistencias	assists
creencias	überzeugungen
sucre	sucre
baltimore	baltimore
reputación	reputation
reputación	ruf
reputación	renommee
norman	norman
humberto	humberto
participante	teilnehmer
conexiones	anschlüsse
conexiones	verbindungen
cumplimiento	compliance
cumplimiento	erfüllung
cumplimiento	einhaltung
aurora	aurora
quedarse	verweilen
htm	htm
ámsterdam	amsterdam
ilustración	abbildung
ilustración	illustration
ilustración	aufklärung
potosí	potosí
efectiva	effektiv
constituyente	konstituierende
constituyente	verfassungsgebenden
convertir	ausbauen
convertir	konvertieren
convertir	umwandeln
convertir	wandeln
llanura	ebene
llanura	abstieg
hebreo	hebräische
hebreo	hebräisch
propaganda	propaganda
desea	wünscht
thompson	thompson
jay	jay
secuela	fortsetzung
tributo	tribute
tributo	tribut
placas	plaketten
placas	platten
estructural	strukturell
estructural	strukturelle
estructural	strukturelles
culpa	schuld
culpa	schuldgefühle
causar	verursachen
concejales	ratsmitglieder
concejales	stadträte
singapur	singapur
comerciantes	kaufleute
meseta	hochebene
meseta	plateau
hamburgo	hamburg
ordenado	ordiniert
pereira	pereira
proporción	anteil
proporción	verhältnis
asociada	assoziierte
fiat	fiat
interfaz	schnittstelle
correa	leine
correa	gurt
colaborar	zusammenarbeiten
colaborar	mitarbeiten
colaborar	kooperieren
arquidiócesis	erzbistum
secretaria	sekretärin
circuitos	schaltkreise
circuitos	schaltungen
magallanes	magellan
distribuye	vertreibt
concacaf	concacaf
minería	bergbau
corteza	kruste
corteza	barke
corteza	rinde
verso	vers
anónimo	anonym
auge	boom
auge	hochkonjunktur
sensación	fühlen
sensación	gefühl
sensación	sensation
sensación	empfindung
afluentes	nebenflüsse
suave	mild
suave	weiche
suave	weich
suave	weichen
suave	glatt
have	have
constantes	konstant
constantes	konstanten
viaja	reist
cbs	cbs
jamaica	jamaika
jamaica	jamaica
censura	zensur
censura	zensiert
rebelde	rebell
roll	roll
paco	paco
matías	matthias
nancy	nancy
crimea	krim
liberado	befreit
liberado	freigelassen
liberado	freigegeben
gerente	manager
encuesta	erhebung
encuesta	umfrage
afecta	beeinflußt
enciclopédico	enzyklopädische
pokémon	pokémon
generalidad	allgemeinheit
marchó	marschierte
asume	übernimmt
dieta	diät
dieta	ernährung
aparente	scheinbare
discusiones	diskussionen
stanley	stanley
panorama	panorama
realistas	realisten
rin	rin
rin	rhein
intensa	intensive
intensa	intensiv
duelo	trauern
duelo	duell
legend	legend
seattle	seattle
rectangular	rechteckigen
rectangular	rechteckig
rectangular	rechteckige
english	english
acústica	akustische
acústica	akustik
innovación	innovationen
innovación	innovation
donald	donald
rincón	ecke
jacob	jacob
ordenador	computer
baño	bad
seguros	versicherung
seguros	versicherungen
correr	laufen
hms	hms
telecomunicaciones	telekommunikation
arequipa	arequipa
iris	iris
maldonado	maldonado
cantando	singend
examen	prüfung
depósitos	einzahlungen
depósitos	einlagen
gov	gov
liverpool	liverpool
rap	rap
respondió	reagierte
respondió	geantwortet
respondió	antwortete
turistas	touristen
darío	dareios
imdb	imdb
autobús	bus
anuncia	kündigt
confusión	konfusion
confusión	verwirrtheit
confusión	durcheinander
confusión	verwirrung
lituania	litauen
tendencias	trend
tendencias	trends
tendencias	tendenzen
secretos	geheimnisse
tommy	tommys
tommy	tommy
probabilidad	wahrscheinlichkeit
amistoso	freundlicher
amistoso	freundlich
entretenimiento	unterhaltung
temprano	früh
temprano	frühe
aumentó	erhöhte
euphorbia	euphorbia
direcciones	richtungen
direcciones	adressen
soprano	soprano
soprano	sopran
now	now
delitos	verbrechen
atletas	athleten
atletas	sportlern
sonic	sonic
semifinal	halbfinale
asumir	übernehmen
espectro	spektrum
serio	seriös
conducción	antreiben
gobernantes	herrscher
capacidades	kapazitäten
inteligente	intelligente
inteligente	clever
inteligente	intelligent
introducido	eingegeben
introducido	eingeführt
manhattan	manhattan
concursos	wettbewerbe
concursos	preisausschreiben
cia	cia
europe	europe
dosis	dosen
dosis	dosierung
dosis	dosierungen
dosis	dosis
conocía	kannte
conocía	kannten
cubrir	bedecken
cubrir	abdecken
antártida	antarktis
citas	verabredungen
citas	dating
citas	zitate
citas	gänsefüßchen
aprobada	genehmigt
aprobada	verabschiedet
investigar	recherchieren
filadelfia	philadelphia
decidido	beschlossen
decidido	entschieden
decidido	entschlossen
baden	baden
vincent	vincent
falso	falsch
falso	gefälscht
humedad	feuchtigkeit
humedad	feuchte
humedad	luftfeuchtigkeit
atracción	attraktion
atracción	anziehungskraft
atracción	anziehung
jurídico	juristisches
tabasco	tabasco
formaciones	ausbildungen
formaciones	formationen
testigo	zeugin
testigo	zeuge
testigo	zeugen
seguida	gefolgt
bros	bros
bobby	bobby
lugo	lugo
reptiles	reptilien
logo	logo
sustancia	substanz
holandés	niederländisch
holandés	holländisch
holandés	holländer
plus	plus
estocolmo	stockholm
nasa	nasa
masiva	massiv
masiva	massive
viendo	schaue
mercurio	quecksilber
mercurio	merkur
gilbert	gilbert
escobar	escobar
moléculas	molekülen
moléculas	moleküle
regulación	regulierung
regulación	regelung
sargento	unteroffizier
sargento	sarge
sargento	sergeant
sargento	feldwebel
alturas	höhen
creencia	glaube
aterrizaje	landung
campbell	campbell
danny	danny
ventajas	nutzen
ventajas	vorteile
abandona	verlässt
martes	dienstag
martes	dienstags
requieren	erfordern
arsenal	arsenal
sociología	soziologie
nigeria	nigeria
constantinopla	konstantinopel
extrema	extrem
extrema	extremer
extrema	äußerste
extrema	extremen
extrema	extreme
gibraltar	gibraltar
consola	konsole
consola	konsolen
sentimiento	gefühl
cargas	belastungen
cargas	ladungen
cargas	lasten
complutense	complutense
trato	deal
when	when
márquez	marquez
flash	blitzlicht
flash	flash
flash	blitz
place	place
non	non
reality	reality
castillos	burgen
castillos	schlösser
fuga	jailbreak
fuga	flucht
fuga	leck
cleveland	cleveland
abuela	großmutter
abuela	oma
afueras	vororte
experto	fachmann
experto	experte
experto	sachverständiger
frontal	frontal
aprovechando	ausnutzen
borgoña	burgund
borgoña	burgunder
huevo	ei
tragedia	tragik
tragedia	tragödien
tragedia	tragödie
tragedia	tragisch
lagunas	lücken
lagunas	lagunen
beta	beta
contaminación	verschmutzung
contaminación	verunreinigung
contaminación	kontamination
charlotte	charlotte
mediocampista	mittelfeldspieler
patrones	muster
how	how
boeing	boeing
transmisiones	übertragungen
aliado	verbündeten
aliado	alliierten
aliado	verbündeter
aliado	verbündete
enfrentar	konfrontieren
ama	herrin
ama	liebt
luchó	gekämpft
luchó	kämpfte
viejos	alten
viejos	alte
mediodía	mittag
mediodía	mittags
traducciones	übersetzungen
arnold	arnold
ladrillo	backstein
ladrillo	ziegel
ladrillo	ziegelstein
calvo	kahl
calvo	calvo
calvo	glatze
barbara	barbara
creer	glauben
compartir	teilen
compartir	aktien
compartir	aktie
dependencia	abhängigkeit
detective	detective
detective	detektive
detective	detektiv
probar	ausprobieren
probar	versuchen
mónica	monica
arroyos	bächen
arroyos	streams
arroyos	bäche
volante	lenkrad
sabio	weise
sabio	salbei
sabio	weiser
sabio	weisen
budapest	budapester
budapest	budapest
beca	stipendium
cráneo	schädel
velocidades	geschwindigkeiten
madison	madison
caridad	wohltätigkeit
caridad	nächstenliebe
caridad	almosen
llave	schlüssel
exclusiva	exklusive
exclusiva	exklusives
exclusiva	exklusiv
estero	estero
philip	philip
armados	bewaffneten
manuscritos	manuskripte
manuscritos	handschriften
rivas	rivas
major	major
necesariamente	notwendigerweise
necesariamente	zwangsläufig
tve	tve
demonio	teufel
demonio	daemon
demonio	dämon
carrillo	carrillo
nazis	nazis
completó	ergänzte
completó	absolvierte
valdivia	valdivia
luisiana	louisiana
malo	schlecht
materias	fächer
estándares	standards
gases	blähungen
gases	gasen
gases	gase
boletín	bulletin
potencias	mächte
ejemplar	vorbildlich
express	express
portugueses	portugiesen
normales	normale
normales	normalen
basket	basket
estelar	stellaren
montaje	montage
montaje	montieren
montaje	zusammenbau
demo	demo
